"rab.all","rab.win.O","rab.win.Y","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Species"
-1.90936643249725,-0.0768936991729987,-4.65909825889079,-4.6501755109245,3.21431310385756,-1.35238264340397,0.0397168179000641,0.000765884538103453,0.23995631719704,7.43338833509112e-05,0.0525405443047664,"Bacteroides.sp.A1C1"
-1.93275113936213,-0.228501205522505,-5.20453287717971,-4.93997643742302,3.51165622621271,-1.25433273469668,0.0625003138566741,0.00102471971178922,0.284571215387553,0.000178924049376836,0.0832103781185682,"Bacteroides.sp.AF39.16AC"
1.52483804833008,2.44714679979529,1.04183704697023,-1.47282484236455,1.36226008645348,-1.07936862667041,0.122159239017058,0.00185709508218089,0.426714464896199,0.00210635557360596,0.242017446710715,"Butyricimonas.virosa"
-2.02330688402434,-1.08071723720468,-4.20171843370895,-3.37739825053192,3.21468844153045,-1.02104116572573,0.0822697354550626,0.00304889866090166,0.447902879374496,0.000802544575522517,0.147104279911563,"Bacteroides.sp.AR29"
8.82001479602353,9.07758589029054,8.49327948867291,-0.626678112179443,0.584204177041615,-1.00619308920585,0.124822838989945,0.00270562516382632,0.461372257697212,0.00230997636909015,0.259277344012422,"Dorea.sp.5.2"
5.38662951576592,5.93717387565167,-0.106431767717625,-5.66389962725319,3.08328188622311,-0.966074686567633,0.217329615309196,0.00433736209498025,0.508833106960422,0.0172405215881899,0.562628274151989,"Mailhella.sp."
0.709827446802968,1.49141133707826,0.370402454112135,-1.02948992402305,0.84379119459226,-0.951820788100177,0.187500086225903,0.0217441982547547,0.662598698586621,0.0180287575556538,0.497191930477395,"Ruminococcus.sp.Phil15"
-2.06819741810558,-0.762586108653105,-3.69721495207616,-3.15845944570478,3.12382316230219,-0.946714012310202,0.106383152274638,0.00385154654596162,0.450619924466037,0.00133424447714308,0.187531277689079,"Romboutsia.ilealis"
1.49862001769288,2.03925612035271,1.09971822905247,-1.18678645594416,1.29196205278026,-0.933977480962637,0.126241276780864,0.00311012590412379,0.465467571317495,0.00268257606686399,0.254707688318624,"Bacteroides.fluxus"
2.42764625036185,3.76018641662285,-0.916385260858837,-3.97275852140353,4.14027634823151,-0.903736476527017,0.124822838989945,0.00514995592221895,0.515034226672529,0.00150557123152905,0.228874170513976,"Turicibacter.sanguinis"
3.18967498950182,3.65887825864124,2.96085998961003,-0.709225185759681,0.785799611515449,-0.90099451301435,0.154829656333057,0.0100580137565628,0.593011059461298,0.00780612093015344,0.39323527947865,"Blautia.producta"
0.551612318830072,1.0902359908688,0.341463289657502,-0.840969333964019,1.01736799807427,-0.817104296028334,0.198863715817288,0.0130631889151402,0.612119561601866,0.0263234310677712,0.535814508627109,"Lachnobacterium.bovis"
-0.218549398917353,0.125076673356932,-0.57683531655676,-0.787899707401014,0.981583688073837,-0.789387872300637,0.180397818135908,0.0245698426525928,0.6600955914163,0.0208024568633121,0.471330938264933,"Pseudobutyrivibrio.sp.ACV.2"
-1.57853985854951,-0.310766593731715,-4.01739051982153,-3.16402712536152,4.17943732651508,-0.78187665423345,0.127659714613578,0.0229007287987633,0.645865665030924,0.00374633026287438,0.272944473999251,"Bacteroides.sp.D20"
-0.829119056634436,0.542768059362436,-1.60997657778362,-1.99947839970991,2.43354142078674,-0.776748702702918,0.142045578011606,0.0142484670269053,0.655806151708775,0.00571974424891414,0.330436773356212,"Propionibacterium.sp."
2.81769084876543,3.13283347900432,2.67565043884376,-0.524329693823116,0.639086087095821,-0.767894238131669,0.178977364559474,0.00871984570249304,0.584852136465392,0.0146470088541489,0.494702130530394,"Clostridium.sp.AF15.17LB"
1.56721418827038,2.20353980958922,1.07351111887834,-1.13581850272069,1.41225091470691,-0.760715653193882,0.203125077096127,0.0161682761393483,0.711818069378697,0.0224582020308123,0.593139020967693,"Subdoligranulum.sp.AM23.21AC"
-1.83625043958035,-1.21880298029116,-2.68232442156427,-1.64517030779221,1.86128615376673,-0.75623482971303,0.147727390339244,0.0207492530183322,0.679401336905362,0.00826288891062498,0.34819573154368,"Bacillus.foraminis"
-0.691476431311815,-0.0411749263263586,-1.11415528170084,-1.0526222594607,1.11493341483979,-0.747864341266239,0.198863715817288,0.432437760702627,0.976296976976145,0.0233622136860817,0.528680910224726,"Firmicutes.bacterium.CAG.341"
-4.87308350477478,-0.0853348241482852,-6.32711893941058,-5.31590104825627,6.2207218676678,-0.744359815099526,0.240056878077569,0.0728986966648485,0.756246649390021,0.0728450571777294,0.703628520286712,"Candidatus.Arthromitus.sp.SFB.mouse"
-1.45769962606076,-0.755919869942293,-2.33207859314407,-1.58222820158064,1.95809961674935,-0.73004613503413,0.167613736506734,0.0279809749796354,0.753330329210247,0.0113470584336974,0.407018823395557,"Sporosarcina.ureae"
1.51595846419985,2.40118562853534,0.656613774816798,-1.65024967679206,2.09023476488354,-0.714643859312425,0.164539109380543,0.0158074001647043,0.720663749367409,0.00946992853315415,0.435504560712851,"Bifidobacterium.pseudolongum"
1.98910567925739,2.47279556596795,1.68032900459188,-0.729555223405997,0.923219219519311,-0.706689631470464,0.194326322971246,0.0391262079317813,0.819334489671692,0.0167196306660316,0.527925612258978,"Anaerobium.acetethylicum"
1.00544548699753,1.23703721243124,0.747405085548211,-0.472113688628762,0.618106864535066,-0.705507413872506,0.204255395418179,0.0583810234307546,0.751326714592777,0.0392311688086166,0.607731294754704,"Butyrivibrio.sp.CAG.318"
