"Pathway","Estimate","pval","pval_BH"
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",6.87817705763835,0.00218080146004955,0.547575936324286
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",6.78880629371596,0.00267186300583459,0.522354109505403
