"Pathway","Estimate_CLR","SE","t.val","pval","pval_BH"
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",8.57545070126305,2.01481562561552,4.35684729472454,0.00202464597086205,0.321779984970457
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",6.57352422681921,2.37094711787738,2.81767181272207,0.0214161567384271,0.970761640882496
